bmt  Brucella suis ATCC 23445
bsv  Brucella suis VBI22
bov  Brucella ovis
bcs  Brucella canis ATCC 23365
bsk  Brucella canis HSK A52141
bmr  Brucella microti
bpp  Brucella pinnipedialis
oan  Ochrobactrum anthropi
bja  Bradyrhizobium japonicum
bra  Bradyrhizobium sp. ORS 278
bbt  Bradyrhizobium sp. BTAi1
rpa  Rhodopseudomonas palustris CGA009
rpb  Rhodopseudomonas palustris HaA2
rpc  Rhodopseudomonas palustris BisB18
rpd  Rhodopseudomonas palustris BisB5
rpe  Rhodopseudomonas palustris BisA53
rpt  Rhodopseudomonas palustris TIE-1
rpx  Rhodopseudomonas palustris DX-1
nwi  Nitrobacter winogradskyi
nha  Nitrobacter hamburgensis
oca  Oligotropha carboxidovorans OM5 (Mississippi)
ocg  Oligotropha carboxidovorans OM5 (Goettingen)
bhe  Bartonella henselae
bqu  Bartonella quintana
bbk  Bartonella bacilliformis
btr  Bartonella tribocorum
bgr  Bartonella grahamii
bcd  Bartonella clarridgeiae
xau  Xanthobacter autotrophicus
azc  Azorhizobium caulinodans
sno  Starkeya novella
mex  Methylobacterium extorquens
mea  Methylobacterium extorquens AM1
mdi  Methylobacterium extorquens DM4
mrd  Methylobacterium radiotolerans
met  Methylobacterium sp. 4-46
mpo  Methylobacterium populi
mch  Methylobacterium chloromethanicum
mno  Methylobacterium nodulans
bid  Beijerinckia indica
msl  Methylocella silvestris
hdn  Hyphomicrobium denitrificans
hmc  Hyphomicrobium sp. MC1
rva  Rhodomicrobium vannielii
phl  Pelagibacterium halotolerans
hci  Candidatus Hodgkinia cicadicola
ccr  Caulobacter crescentus CB15
ccs  Caulobacter crescentus NA1000
cak  Caulobacter sp. K31
cse  Caulobacter segnis
pzu  Phenylobacterium zucineum
bsb  Brevundimonas subvibrioides
aex  Asticcacaulis excentricus
sil  Silicibacter pomeroyi
sit  Ruegeria sp. TM1040
rsp  Rhodobacter sphaeroides 2.4.1
rsh  Rhodobacter sphaeroides ATCC 17029
rsq  Rhodobacter sphaeroides ATCC 17025
rsk  Rhodobacter sphaeroides KD131
rcp  Rhodobacter capsulatus
jan  Jannaschia sp. CCS1
rde  Roseobacter denitrificans
rli  Roseobacter litoralis Och 149
pde  Paracoccus denitrificans
dsh  Dinoroseobacter shibae
kvu  Ketogulonicigenium vulgare
psf  Pseudovibrio sp. FO-BEG1
mmr  Maricaulis maris
hne  Hyphomonas neptunium
hba  Hirschia baltica
zmo  Zymomonas mobilis subsp. mobilis ZM4
zmn  Zymomonas mobilis subsp. mobilis NCIMB 11163
zmp  Zymomonas mobilis subsp. pomaceae ATCC 29192
nar  Novosphingobium aromaticivorans
npp  Novosphingobium sp. PP1Y
sal  Sphingopyxis alaskensis
swi  Sphingomonas wittichii
sjp  Sphingobium japonicum
sch  Sphingobium chlorophenolicum
ssy  Sphingobium sp. SYK-6
eli  Erythrobacter litoralis
gox  Gluconobacter oxydans
gbe  Granulibacter bethesdensis
acr  Acidiphilium cryptum JF-5
amv  Acidiphilium multivorum
gdi  Gluconacetobacter diazotrophicus PAl 5 (Brazil)
gdj  Gluconacetobacter diazotrophicus PAl 5 (JGI)
gxy  Gluconacetobacter xylinus
apt  Acetobacter pasteurianus
rru  Rhodospirillum rubrum
rce  Rhodospirillum centenum
mag  Magnetospirillum magneticum
azl  Azospirillum sp. B510
ali  Azospirillum lipoferum 4B
pbr  Parvularcula bermudensis
apb  Candidatus Puniceispirillum marinum
pgv  Polymorphum gilvum
mai  Micavibrio aeruginosavorus
mgm  Magnetococcus sp. MC-1
din  Desulfurispirillum indicum
bsu  Bacillus subtilis
bss  Bacillus subtilis subsp. spizizenii W23
bst  Bacillus subtilis subsp. spizizenii TU-B-10
bsn  Bacillus subtilis BSn5
bha  Bacillus halodurans
ban  Bacillus anthracis Ames
bar  Bacillus anthracis Ames 0581
bat  Bacillus anthracis Sterne
bah  Bacillus anthracis CDC 684
bai  Bacillus anthracis A0248
bal  Bacillus cereus biovar anthracis CI
bce  Bacillus cereus ATCC 14579
bca  Bacillus cereus ATCC 10987
bcz  Bacillus cereus ZK
bcr  Bacillus cereus AH187
bcb  Bacillus cereus B4264
bcu  Bacillus cereus AH820
bcg  Bacillus cereus G9842
bcq  Bacillus cereus Q1
bcx  Bacillus cereus 03BB102
bnc  Bacillus cereus NC7401
bcf  Bacillus cereus F837/76
bcy  Bacillus cytotoxicus NVH 391-98
btk  Bacillus thuringiensis 97-27
btl  Bacillus thuringiensis Al Hakam
btb  Bacillus thuringiensis BMB171
bwe  Bacillus weihenstephanensis
bli  Bacillus licheniformis ATCC 14580
bld  Bacillus licheniformis DSM13
bay  Bacillus amyloliquefaciens FZB42
bao  Bacillus amyloliquefaciens DSM 7
baq  Bacillus amyloliquefaciens CAU-B946
bae  Bacillus atrophaeus
bcl  Bacillus clausii
bpu  Bacillus pumilus
bpf  Bacillus pseudofirmus
bmq  Bacillus megaterium QM B1551
bmd  Bacillus megaterium DSM 319
bse  Bacillus selenitireducens
bco  Bacillus cellulosilyticus
bck  Bacillus coagulans
bag  Bacillus coagulans 36D1
oih  Oceanobacillus iheyensis
gka  Geobacillus kaustophilus
gtn  Geobacillus thermodenitrificans
gth  Geobacillus thermoglucosidasius
gte  Geobacillus thermoleovorans
gwc  Geobacillus sp. WCH70
gyc  Geobacillus sp. Y412MC61
gya  Geobacillus sp. Y412MC52
gct  Geobacillus sp. C56-T3
gmc  Geobacillus sp. Y4.1MC1
afl  Anoxybacillus flavithermus
sau  Staphylococcus aureus N315 (MRSA/VSSA)
sav  Staphylococcus aureus Mu50 (MRSA/VISA)
saw  Staphylococcus aureus Mu3 (MRSA/hetero-VISA)
sah  Staphylococcus aureus JH1 (MRSA/VSSA)
saj  Staphylococcus aureus JH9 (MRSA/VRSA)
sam  Staphylococcus aureus MW2 (CA-MRSA)
sas  Staphylococcus aureus MSSA476 (MSSA)
sar  Staphylococcus aureus MRSA252 (MRSA)
sac  Staphylococcus aureus COL (MRSA)
sax  Staphylococcus aureus USA300_TCH1516 (CA-MSSA)
saa  Staphylococcus aureus USA300_FPR3757 (CA-MRSA)
sao  Staphylococcus aureus NCTC8325
sae  Staphylococcus aureus Newman
sad  Staphylococcus aureus ED98
suu  Staphylococcus aureus subsp. aureus M013
suv  Staphylococcus aureus subsp. aureus VC40
suh  Staphylococcus aureus subsp. aureus MSHR1132
sab  Staphylococcus aureus RF122
sep  Staphylococcus epidermidis ATCC 12228
ser  Staphylococcus epidermidis RP62A
sha  Staphylococcus haemolyticus
ssp  Staphylococcus saprophyticus
sca  Staphylococcus carnosus
slg  Staphylococcus lugdunensis
ssd  Staphylococcus pseudintermedius
lmo  Listeria monocytogenes EGD-e
lmf  Listeria monocytogenes F2365
lmh  Listeria monocytogenes HCC23
lmc  Listeria monocytogenes Clip81459
lmn  Listeria monocytogenes 08-5578
lmy  Listeria monocytogenes 08-5923
lin  Listeria innocua
lwe  Listeria welshimeri SLCC5334
lsg  Listeria seeligeri
liv  Listeria ivanovii
lsp  Lysinibacillus sphaericus
esi  Exiguobacterium sibiricum
eat  Exiguobacterium sp. AT1b
mcl  Macrococcus caseolyticus
bbe  Brevibacillus brevis
pjd  Paenibacillus sp. JDR-2
gym  Paenibacillus sp. Y412MC10
ppy  Paenibacillus polymyxa E681
ppm  Paenibacillus polymyxa SC2
pms  Paenibacillus mucilaginosus KNP414
pmq  Paenibacillus mucilaginosus 3016
pta  Paenibacillus terrae
aac  Alicyclobacillus acidocaldarius
bts  Kyrpidia tusciae
lla  Lactococcus lactis subsp. lactis IL1403
llk  Lactococcus lactis subsp. lactis KF147
llc  Lactococcus lactis subsp. cremoris SK11
llm  Lactococcus lactis subsp. cremoris MG1363
lgr  Lactococcus garvieae
spy  Streptococcus pyogenes SF370 (serotype M1)
spz  Streptococcus pyogenes MGAS5005 (serotype M1)
spm  Streptococcus pyogenes MGAS8232 (serotype M18)
spg  Streptococcus pyogenes MGAS315 (serotype M3)
sps  Streptococcus pyogenes SSI-1 (serotype M3)
sph  Streptococcus pyogenes MGAS10270 (serotype M2)
spi  Streptococcus pyogenes MGAS10750 (serotype M4)
spj  Streptococcus pyogenes MGAS2096 (serotype M12)
spk  Streptococcus pyogenes MGAS9429 (serotype M12)
spf  Streptococcus pyogenes Manfredo (serotype M5)
spa  Streptococcus pyogenes MGAS10394 (serotype M6)
spb  Streptococcus pyogenes MGAS6180 (serotype M28)
soz  Streptococcus pyogenes NZ131 (serotype M49)
spn  Streptococcus pneumoniae TIGR4 (virulent serotype 4)
spd  Streptococcus pneumoniae D39 (virulent serotype 2)
spr  Streptococcus pneumoniae R6 (avirulent)
spw  Streptococcus pneumoniae CGSP14 (serotype 14)
spx  Streptococcus pneumoniae G54 (serotype 19F)
sne  Streptococcus pneumoniae ATCC 700669 (serotype 23F ST81 lineage)
spv  Streptococcus pneumoniae Hungary19A 6
snm  Streptococcus pneumoniae 70585
sjj  Streptococcus pneumoniae JJA
spp  Streptococcus pneumoniae P1031
snt  Streptococcus pneumoniae Taiwan19F-14
snc  Streptococcus pneumoniae TCH8431/19A
snb  Streptococcus pneumoniae 670-6B
snp  Streptococcus pneumoniae AP200
sag  Streptococcus agalactiae 2603 (serotype V)
san  Streptococcus agalactiae NEM316 (serotype III)
sak  Streptococcus agalactiae A909 (serotype Ia)
smu  Streptococcus mutans UA159
smc  Streptococcus mutans NN2025
stc  Streptococcus thermophilus CNRZ1066
stl  Streptococcus thermophilus LMG18311
ste  Streptococcus thermophilus LMD-9
ssa  Streptococcus sanguinis
ssu  Streptococcus suis 05ZYH33
ssv  Streptococcus suis 98HAH33
ssb  Streptococcus suis BM407
ssi  Streptococcus suis P1/7
sss  Streptococcus suis SC84
sst  Streptococcus suis ST3
sgo  Streptococcus gordonii
seq  Streptococcus equi subsp. zooepidemicus H70
sez  Streptococcus equi subsp. zooepidemicus MGCS10565
seu  Streptococcus equi subsp. equi 4047
sub  Streptococcus uberis
sds  Streptococcus dysgalactiae
sga  Streptococcus gallolyticus UCN34
sgg  Streptococcus gallolyticus subsp. gallolyticus
smb  Streptococcus mitis B6
sor  Streptococcus oralis
stk  Streptococcus parauberis
stb  Streptococcus pasteurianus
scp  Streptococcus parasanguinis
ssr  Streptococcus salivarius
std  Streptococcus pseudopneumoniae
smn  Streptococcus macedonicus
sif  Streptococcus infantarius
lpl  Lactobacillus plantarum WCFS1
lpj  Lactobacillus plantarum JDM1
lps  Lactobacillus plantarum subsp. plantarum ST-III
ljo  Lactobacillus johnsonii NCC 533
ljf  Lactobacillus johnsonii FI9785
lac  Lactobacillus acidophilus NCFM
lai  Lactobacillus acidophilus 30SC
lsa  Lactobacillus sakei
lsl  Lactobacillus salivarius
ldb  Lactobacillus delbrueckii ATCC 11842
lbu  Lactobacillus delbrueckii ATCC BAA-365
lde  Lactobacillus delbrueckii subsp. bulgaricus ND02
lbr  Lactobacillus brevis
lca  Lactobacillus casei ATCC 334
lcb  Lactobacillus casei BL23
lcz  Lactobacillus casei Zhang
lga  Lactobacillus gasseri
lre  Lactobacillus reuteri DSM 20016
lrf  Lactobacillus reuteri JCM 1112
lru  Lactobacillus reuteri SD2112
lhe  Lactobacillus helveticus
lfe  Lactobacillus fermentum
lrh  Lactobacillus rhamnosus GG
lrl  Lactobacillus rhamnosus Lc 705
lcr  Lactobacillus crispatus
lam  Lactobacillus amylovorus
lbh  Lactobacillus buchneri
lke  Lactobacillus kefiranofaciens
lrm  Lactobacillus ruminis
lsn  Lactobacillus sanfranciscensis
ppe  Pediococcus pentosaceus
pce  Pediococcus claussenii
efa  Enterococcus faecalis
mps  Melissococcus plutonius ATCC 35311
mpx  Melissococcus plutonius DAT561
thl  Tetragenococcus halophilus
ooe  Oenococcus oeni
lme  Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
lmm  Leuconostoc mesenteroides subsp. mesenteroides J18
lci  Leuconostoc citreum
lki  Leuconostoc kimchii
lgs  Leuconostoc gasicomitatum
lec  Leuconostoc sp. C2
aur  Aerococcus urinae
crn  Carnobacterium sp. 17-4
wko  Weissella koreensis
cac  Clostridium acetobutylicum ATCC 824
cae  Clostridium acetobutylicum DSM 1731
cpe  Clostridium perfringens 13
cpf  Clostridium perfringens ATCC 13124
cpr  Clostridium perfringens SM101
ctc  Clostridium tetani E88
cno  Clostridium novyi
cth  Clostridium thermocellum
cbo  Clostridium botulinum A ATCC 3502
cba  Clostridium botulinum A ATCC 19397
cbh  Clostridium botulinum A Hall
cby  Clostridium botulinum A2
cbl  Clostridium botulinum A3 Loch Maree
cbk  Clostridium botulinum B Eklund 17B
cbb  Clostridium botulinum B1 Okra
cbi  Clostridium botulinum Ba4
cbn  Clostridium botulinum BKT015925
cbt  Clostridium botulinum E3
cbf  Clostridium botulinum F Langeland
cbe  Clostridium beijerinckii
ckl  Clostridium kluyveri DSM 555
ckr  Clostridium kluyveri NBRC 12016
cpy  Clostridium phytofermentans
cce  Clostridium cellulolyticum
clj  Clostridium ljungdahlii
csh  Clostridium saccharolyticum
ccb  Clostridium cellulovorans
cls  Clostridium sp. SY8519
clb  Clostridium sp. BNL1100
ccl  Clostridium clariflavum DSM 19732
cdf  Clostridium difficile 630
cdc  Clostridium difficile CD196
cdl  Clostridium difficile R20291
cst  Clostridium sticklandii
faa  Filifactor alocis
amt  Alkaliphilus metalliredigens
aoe  Alkaliphilus oremlandii
asf  Candidatus Arthromitus sp. SFB-mouse-Japan
asb  Candidatus Arthromitus sp. SFB-rat-Yit
sth  Symbiobacterium thermophilum
swo  Syntrophomonas wolfei
slp  Syntrophothermus lipocalidus
dsy  Desulfitobacterium hafniense Y51
dhd  Desulfitobacterium hafniense DCB-2
drm  Desulfotomaculum reducens
dae  Desulfotomaculum acetoxidans
dca  Desulfotomaculum carboxydivorans
dku  Desulfotomaculum kuznetsovii
dru  Desulfotomaculum ruminis
pth  Pelotomaculum thermopropionicum
dau  Candidatus Desulforudis audaxviator
tjr  Thermincola potens JR
sgy  Syntrophobotulus glycolicus
dor  Desulfosporosinus orientis
hmo  Heliobacterium modesticaldum
fma  Finegoldia magna
apr  Anaerococcus prevotii
eel  Eubacterium eligens
ere  Eubacterium rectale
elm  Eubacterium limosum
awo  Acetobacterium woodii
bpb  Butyrivibrio proteoclasticus
cle  Clostridium lentocellum
rho  Roseburia hominis
eha  Ethanoligenens harbinense
ral  Ruminococcus albus
ova  Oscillibacter valericigenes
tmr  Thermaerobacter marianensis
say  Sulfobacillus acidophilus TPY
sap  Sulfobacillus acidophilus DSM 10332
clo  Clostridiales genomosp. BVAB3
tte  Thermoanaerobacter tengcongensis
tex  Thermoanaerobacter sp. X514
thx  Thermoanaerobacter sp. X513
tpd  Thermoanaerobacter pseudethanolicus
tit  Thermoanaerobacter italicus
tmt  Thermoanaerobacter mathranii
tbo  Thermoanaerobacter brockii
twi  Thermoanaerobacter wiegelii
chy  Carboxydothermus hydrogenoformans
tep  Tepidanaerobacter sp. Re1
mta  Moorella thermoacetica
adg  Ammonifex degensii
csc  Caldicellulosiruptor saccharolyticus
ate  Caldicellulosiruptor bescii
cob  Caldicellulosiruptor obsidiansis
chd  Caldicellulosiruptor hydrothermalis
cow  Caldicellulosiruptor owensensis
cki  Caldicellulosiruptor kristjanssonii
ckn  Caldicellulosiruptor kronotskyensis
clc  Caldicellulosiruptor lactoaceticus
toc  Thermosediminibacter oceani
ttm  Thermoanaerobacterium thermosaccharolyticum
txy  Thermoanaerobacterium xylanolyticum
cpo  Coprothermobacter proteolyticus
tnr  Thermodesulfobium narugense
mas  Mahella australiensis
nth  Natranaerobius thermophilus
hor  Halothermothrix orenii
has  Halanaerobium hydrogeniformans
aar  Acetohalobium arabaticum
vpr  Veillonella parvula
ssg  Selenomonas sputigena
med  Megasphaera elsdenii
afn  Acidaminococcus fermentans
ain  Acidaminococcus intestini
erh  Erysipelothrix rhusiopathiae
mge  Mycoplasma genitalium
mpn  Mycoplasma pneumoniae M129
mpm  Mycoplasma pneumoniae 309
mpu  Mycoplasma pulmonis
mpe  Mycoplasma penetrans
mga  Mycoplasma gallisepticum
mmy  Mycoplasma mycoides subsp. mycoides SC PG1
mml  Mycoplasma mycoides subsp. capri LC 95010
mmo  Mycoplasma mobile
mhy  Mycoplasma hyopneumoniae 232
mhj  Mycoplasma hyopneumoniae J
mhp  Mycoplasma hyopneumoniae 7448
msy  Mycoplasma synoviae
mcp  Mycoplasma capricolum
maa  Mycoplasma agalactiae PG2
mal  Mycoplasma agalactiae 5632
mat  Mycoplasma arthritidis
mco  Mycoplasma conjunctivae
mho  Mycoplasma hominis
mcd  Mycoplasma crocodyli
mhr  Mycoplasma hyorhinis HUB-1
mhh  Mycoplasma hyorhinis GDL-1
mfr  Mycoplasma fermentans JER
mfm  Mycoplasma fermentans M64
mbv  Mycoplasma bovis PG45
mbh  Mycoplasma bovis Hubei-1
mlc  Mycoplasma leachii
mha  Mycoplasma haemofelis
mss  Mycoplasma suis Illinois
msk  Mycoplasma suis KI3806
mpf  Mycoplasma putrefaciens
mhe  Mycoplasma haemocanis
uur  Ureaplasma parvum serovar 3 ATCC 700970
upa  Ureaplasma parvum serovar 3 ATCC 27815
uue  Ureaplasma urealyticum serovar 10 ATCC 33699
poy  Phytoplasma OY
ayw  Phytoplasma AYWB
pml  Candidatus Phytoplasma mali
pal  Candidatus Phytoplasma australiense
acl  Acholeplasma laidlawii
mfl  Mesoplasma florum
mtu  Mycobacterium tuberculosis H37Rv
mtc  Mycobacterium tuberculosis CDC1551
mra  Mycobacterium tuberculosis H37Ra
mtf  Mycobacterium tuberculosis F11
mtb  Mycobacterium tuberculosis KZN 1435
mtk  Mycobacterium tuberculosis KZN 4207
mbo  Mycobacterium bovis AF2122/97
mbb  Mycobacterium bovis BCG Pasteur 1173P2
mbt  Mycobacterium bovis BCG Tokyo 172
mbm  Mycobacterium bovis BCG Mexico
maf  Mycobacterium africanum
mce  Mycobacterium canettii
mle  Mycobacterium leprae TN
mlb  Mycobacterium leprae Br4923
mpa  Mycobacterium avium paratuberculosis
mav  Mycobacterium avium 104
mit  Mycobacterium intracellulare MOTT-02
mir  Mycobacterium intracellulare MOTT-64
msm  Mycobacterium smegmatis
mul  Mycobacterium ulcerans
mva  Mycobacterium vanbaalenii
mgi  Mycobacterium gilvum
mab  Mycobacterium abscessus ATCC 19977
mmc  Mycobacterium sp. MCS
mkm  Mycobacterium sp. KMS
mjl  Mycobacterium sp. JLS
msp  Mycobacterium sp. Spyr1
mjd  Mycobacterium sp. JDM601
mmi  Mycobacterium marinum M
mrh  Mycobacterium rhodesiae
asd  Amycolicicoccus subflavus
cgl  Corynebacterium glutamicum ATCC 13032 (Kyowa Hakko)
cgb  Corynebacterium glutamicum ATCC 13032 (Bielefeld)
cgt  Corynebacterium glutamicum R
cef  Corynebacterium efficiens
cdi  Corynebacterium diphtheriae NCTC 13129
cdp  Corynebacterium diphtheriae 241
cdh  Corynebacterium diphtheriae INCA 402
cdt  Corynebacterium diphtheriae HC01
cde  Corynebacterium diphtheriae HC02
cdr  Corynebacterium diphtheriae HC03
cda  Corynebacterium diphtheriae HC04
cdz  Corynebacterium diphtheriae 31A
cdb  Corynebacterium diphtheriae BH8
cds  Corynebacterium diphtheriae C7
cdd  Corynebacterium diphtheriae CDCE 8392
cdw  Corynebacterium diphtheriae PW8
cdv  Corynebacterium diphtheriae VA01
cjk  Corynebacterium jeikeium
cur  Corynebacterium urealyticum
car  Corynebacterium aurimucosum
ckp  Corynebacterium kroppenstedtii
cpu  Corynebacterium pseudotuberculosis FRC41
cpl  Corynebacterium pseudotuberculosis 3/99-5
cpg  Corynebacterium pseudotuberculosis 316
crd  Corynebacterium resistens
cul  Corynebacterium ulcerans
cva  Corynebacterium variabile
nfa  Nocardia farcinica
ncy  Nocardia cyriacigeorgica
rha  Rhodococcus sp. RHA1
rer  Rhodococcus erythropolis
rop  Rhodococcus opacus
req  Rhodococcus equi
gbr  Gordonia bronchialis
gpo  Gordonia polyisoprenivorans
tpr  Tsukamurella paurometabola
srt  Segniliparus rotundus
sco  Streptomyces coelicolor
sma  Streptomyces avermitilis
sgr  Streptomyces griseus
scb  Streptomyces scabiei
ssx  Streptomyces sp. SirexAA-E
svl  Streptomyces violaceusniger
sct  Streptomyces cattleya
sfa  Streptomyces flavogriseus
sbh  Streptomyces bingchenggensis
ksk  Kitasatospora setae
twh  Tropheryma whipplei Twist
tws  Tropheryma whipplei TW08/27
lxx  Leifsonia xyli xyli CTCB07
cmi  Clavibacter michiganensis subsp. michiganensis
cms  Clavibacter michiganensis subsp. sepedonicus
mts  Microbacterium testaceum
art  Arthrobacter sp. FB24
aau  Arthrobacter aurescens
ach  Arthrobacter chlorophenolicus
aai  Arthrobacter arilaitensis
apn  Arthrobacter phenanthrenivorans
rsa  Renibacterium salmoninarum
krh  Kocuria rhizophila
mlu  Micrococcus luteus
rmu  Rothia mucilaginosa
rdn  Rothia dentocariosa
bcv  Beutenbergia cavernae
bfa  Brachybacterium faecium
jde  Jonesia denitrificans
kse  Kytococcus sedentarius
xce  Xylanimonas cellulosilytica
iva  Isoptericola variabilis
ske  Sanguibacter keddieii
cfl  Cellulomonas flavigena
cfi  Cellulomonas fimi
cga  Cellvibrio gilvus
ica  Intrasporangium calvum
pac  Propionibacterium acnes KPA171202
pak  Propionibacterium acnes SK137
pav  Propionibacterium acnes TypeIA2 P.acn17
pax  Propionibacterium acnes TypeIA2 P.acn31
paz  Propionibacterium acnes TypeIA2 P.acn33
pfr  Propionibacterium freudenreichii
mph  Microlunatus phosphovorus
nca  Nocardioides sp. JS614
kfl  Kribbella flavida
tfu  Thermobifida fusca
nda  Nocardiopsis dassonvillei
tcu  Thermomonospora curvata
sro  Streptosporangium roseum
fra  Frankia sp. CcI3
fre  Frankia sp. EAN1pec
fri  Frankia sp. EuI1c
fal  Frankia alni
fsy  Frankia symbiont
ace  Acidothermus cellulolyticus
nml  Nakamurella multipartita
gob  Geodermatophilus obscurus
bsd  Blastococcus saxobsidens
kra  Kineococcus radiotolerans
sen  Saccharopolyspora erythraea
svi  Saccharomonospora viridis
tbi  Thermobispora bispora
amd  Amycolatopsis mediterranei
pdx  Pseudonocardia dioxanivorans
ami  Actinosynnema mirum
stp  Salinispora tropica
saq  Salinispora arenicola
mau  Micromonospora aurantiaca
mil  Micromonospora sp. L5
vma  Verrucosispora maris
cai  Catenulispora acidiphila
sna  Stackebrandtia nassauensis
ahe  Arcanobacterium haemolyticum
mcu  Mobiluncus curtisii
blo  Bifidobacterium longum NCC2705
blj  Bifidobacterium longum DJO10A
bln  Bifidobacterium longum subsp. infantis ATCC 15697
blf  Bifidobacterium longum subsp. infantis 157F
bll  Bifidobacterium longum subsp. longum JDM301
blb  Bifidobacterium longum subsp. longum BBMN68
blm  Bifidobacterium longum subsp. longum JCM 1217
bad  Bifidobacterium adolescentis
bla  Bifidobacterium animalis subsp. lactis AD011
blc  Bifidobacterium animalis subsp. lactis Bl-04
blt  Bifidobacterium animalis subsp. lactis DSM 10140
bde  Bifidobacterium dentium
bbi  Bifidobacterium bifidum S17
bbp  Bifidobacterium bifidum PRL2010
gva  Gardnerella vaginalis 409-05
gvg  Gardnerella vaginalis ATCC 14019
rxy  Rubrobacter xylanophilus
cwo  Conexibacter woesei
afo  Acidimicrobium ferrooxidans DSM 10331
ccu  Cryptobacterium curtum
shi  Slackia heliotrinireducens
apv  Atopobium parvulum
ele  Eggerthella lenta
eyy  Eggerthella sp. YY7918
ols  Olsenella uli
cgo  Coriobacterium glomerans
ctr  Chlamydia trachomatis D/UW-3/CX
cta  Chlamydia trachomatis A/HAR-13
ctb  Chlamydia trachomatis L2/434/Bu
ctl  Chlamydia trachomatis L2b/UCH-1/proctitis
cto  Chlamydia trachomatis L2c
ctj  Chlamydia trachomatis B/Jali20/OT
ctz  Chlamydia trachomatis B/TZ1A828/OT
cty  Chlamydia trachomatis A2497
cmu  Chlamydia muridarum
cpn  Chlamydophila pneumoniae CWL029
cpa  Chlamydophila pneumoniae AR39
cpj  Chlamydophila pneumoniae J138
cpt  Chlamydophila pneumoniae TW183
cca  Chlamydophila caviae
cab  Chlamydophila abortus
cfe  Chlamydophila felis
cpm  Chlamydophila pecorum
chp  Chlamydophila psittaci
pcu  Candidatus Protochlamydia amoebophila
puv  Parachlamydia acanthamoebae
wch  Waddlia chondrophila
sng  Simkania negevensis
bbu  Borrelia burgdorferi B31
bbz  Borrelia burgdorferi ZS7
bga  Borrelia garinii
baf  Borrelia afzelii
bbs  Borrelia bissettii
btu  Borrelia turicatae
bhr  Borrelia hermsii
bdu  Borrelia duttonii
bre  Borrelia recurrentis
tpa  Treponema pallidum subsp. pallidum Nichols
tpp  Treponema pallidum subsp. pallidum SS14
tpu  Treponema pallidum subsp. pallidum DAL-1
tpc  Treponema pallidum subsp. pertenue CDC2
tpg  Treponema pallidum subsp. pertenue Gauthier
tpm  Treponema pallidum subsp. pertenue SamoaD
tde  Treponema denticola
tsu  Treponema succinifaciens
tbe  Treponema brennaborense
taz  Treponema azotonutricium
tpi  Treponema primitia
tpl  Treponema paraluiscuniculi
ssm  Spirochaeta smaragdinae
sta  Spirochaeta thermophila
scc  Spirochaeta coccoides
scd  Spirochaeta caldaria DSM 7334
lil  Leptospira interrogans serovar lai
lic  Leptospira interrogans serovar Copenhageni
lbj  Leptospira borgpetersenii JB197
lbl  Leptospira borgpetersenii L550
lbi  Leptospira biflexa serovar Patoc Patoc 1 (Paris)
lbf  Leptospira biflexa serovar Patoc Patoc 1 (Ames)
bhy  Brachyspira hyodysenteriae
brm  Brachyspira murdochii
bpo  Brachyspira pilosicoli
sbu  Spirochaeta sp. Buddy
sgp  Sphaerochaeta pleomorpha Grapes
aba  Candidatus Koribacter versatilis
aca  Acidobacterium capsulatum
acm  Granulicella tundricola
gma  Granulicella mallensis
tsa  Terriglobus saanensis
sus  Candidatus Solibacter usitatus
ctm  Candidatus Chloracidobacterium thermophilum B
bth  Bacteroides thetaiotaomicron
bfr  Bacteroides fragilis YCH46
bfs  Bacteroides fragilis NCTC9343
bfg  Bacteroides fragilis 638R
bvu  Bacteroides vulgatus
bhl  Bacteroides helcogenes
bsa  Bacteroides salanitronis
pgi  Porphyromonas gingivalis W83
pgn  Porphyromonas gingivalis ATCC 33277
pgt  Porphyromonas gingivalis TDC60
pah  Porphyromonas asaccharolytica
pdi  Parabacteroides distasonis
ppn  Paludibacter propionicigenes
osp  Odoribacter splanchnicus
tfo  Tannerella forsythia
aps  Candidatus Azobacteroides pseudotrichonymphae
pru  Prevotella ruminicola
pmz  Prevotella melaninogenica
pdn  Prevotella denticola
sru  Salinibacter ruber DSM 13855
srm  Salinibacter ruber M8
rmr  Rhodothermus marinus DSM 4252
rmg  Rhodothermus marinus SG0.5JP17-172
cpi  Chitinophaga pinensis
nko  Niastella koreensis
phe  Pedobacter heparinus
psn  Pedobacter saltans
shg  Sphingobacterium sp. 21
hhy  Haliscomenobacter hydrossis
sgn  Saprospira grandis
cmr  Cyclobacterium marinum
chu  Cytophaga hutchinsonii
dfe  Dyadobacter fermentans
sli  Spirosoma linguale
lby  Leadbetterella byssophila
rsi  Runella slithyformis
mtt  Marivirga tractuosa
gfo  Gramella forsetii
fjo  Flavobacterium johnsoniae
fps  Flavobacterium psychrophilum
fbr  Flavobacterium branchiophilum
fco  Flavobacterium columnare
coc  Capnocytophaga ochracea
ccm  Capnocytophaga canimorsus
rbi  Robiginitalea biformata
zpr  Zunongwangia profunda
cat  Croceibacter atlanticus
ran  Riemerella anatipestifer
fbc  Maribacter sp. HTCC2170
cao  Cellulophaga algicola
cly  Cellulophaga lytica
wvi  Weeksella virosa
kdi  Krokinobacter sp. 4H-3-7-5
lan  Lacinutrix sp. 5H-3-7-4
